,AWSSentiment,AWSMixed,AWSNegative,AWSNeutral,AWSPositive,GCPmagnitude,GCPscore,IBMlabel,IBMscore,id,Azurescore,realSentiment,Text
122,NEUTRAL,0.0020505280699580908,0.008040078915655613,0.9726548194885254,0.017254576086997986,2.200000047683716,-0.10000000149011612,positive,0.979422,122,0.5,positive,"Revenue of $5.4 billion was up 6% organically. Healthcare Systems revenue grew 4% organically and Life Sciences was up 10%. Segment margin was 21.8% expanding 10 basis points reported and 110 basis points organically, which excluded costs incurred in preparation for a separation in 2019. Profit was $1.2 billion up 2% on a reported basis and 12% organically. Organic profit growth was driven by volume and cost productivity partially offset by inflation, price and higher program investment. As the Healthcare team continues to prepare for separation, they closed out a solid year."
123,NEUTRAL,0.00014331089914776385,1.0182398909819312e-05,0.9452528953552246,0.05459360405802727,0.699999988079071,0.10000000149011612,positive,0.521892,123,0.5,neutral,"Moving to oil and gas. Baker Hughes GE released its financial results this morning and Lorenzo and Brian will hold their earnings call with investors today following ours. Next for Transportation and Lighting. Since we last spoke in October, we signed an agreement to sell Current to American Industrial Partners and the Justice Department has closed its review of the pending merger between GE Transportation and Wabtec."
124,NEUTRAL,0.002239698776975274,0.007765744812786579,0.9678627848625183,0.022131802514195442,0.5,-0.10000000149011612,negative,-0.348476,124,0.5,neutral,"Last week, we also announced amended transaction terms to further support our deleveraging plan. GE will increase its stake in Wabtec from approximately 10% to approximately 25% resulting in increased cash proceeds of approximately $2.2 billion as we sell down our stake. We will still receive $2.9 billion in cash from Wabtec at closing and both transactions are expected to close in early 2019 subject to customary closing conditions."
125,NEUTRAL,0.008047575131058693,0.022097110748291016,0.9498634338378906,0.019991910085082054,0.5,-0.10000000149011612,positive,0.431023,125,0.716612696647644,neutral,"Finally, I'll cover GE Capital. Net loss from continuing operations was $86 million in the quarter, including a tax reform adjustment of negative $128 million. Adjusted continuing net income was $43 million. We completed our annual GAAP loss recognition testing in our runoff insurance portfolio, which resulted in an after-tax charge of about $65 million to increase reserves."
126,NEUTRAL,0.010065567679703236,0.0739862322807312,0.9059736728668213,0.009974486194550991,1.100000023841858,0.10000000149011612,positive,0.650649,126,0.760503351688385,neutral,"As part of the test, we unlocked our future policy benefit reserve and updated key assumptions related to the book. The two largest drivers being the changes to our assumptions and morbidity improvement of a negative $1.2 billion offset by discount rate impact of $1.9 billion. Recall that statutory testing not GAAP drives funding. We expect to conclude the statutory testing in mid-to-late February and consistent with our existing insurance funding plan, we continue to expect required statutory funding of approximately $2 billion in the first quarter of 2019. We are managing this runoff portfolio with new management and increased board expertise and focus."
127,NEUTRAL,0.0007118095527403057,0.0014649010263383389,0.986894965171814,0.010928374715149403,0.20000000298023224,0.0,positive,0.42771,127,0.8706933259963989,neutral,"To provide additional information to further clarify our insurance obligations, we plan to include enhanced disclosures related to our insurance book in our 10-K, which will be released in mid-to-late February. We'll include a wide range of items from the profile of our book to morbidity and mortality assumptions to lapse rates, premium increases and related sensitivities."
128,NEGATIVE,0.02415444143116474,0.4712534248828888,0.4517487585544586,0.052843403071165085,0.0,0.0,neutral,0.0,128,0.7844294905662537,neutral,With that I'll turn it back over to Larry.
129,POSITIVE,0.005915533751249313,0.0004779171431437135,0.4217647612094879,0.5718417167663574,1.2999999523162842,0.20000000298023224,positive,0.857941,129,0.9704262614250183,positive,"We have the right portfolio of strategy and I'm confident the company is capable of gaining profitable share and creating long-term value for our shareholders. So let me cover where we stand on providing an outlook. Then I'll address some of the company changes followed by updates on our results, the balance sheet, capital and power. Jamie will take you through more details on the quarter and then I'll wrap with some metrics and comments to help you frame the outlook for 2019 before Q&A."
130,POSITIVE,0.018224986270070076,0.0010636707302182913,0.07713931798934937,0.9035720229148865,1.100000023841858,0.20000000298023224,positive,0.891634,130,0.8850567936897278,neutral,"Jamie, thank you. So hopefully, by now you have a better sense of what I'm seeing at GE after nearly four months, our strengths, our challenges and our strategy for moving forward. I'd like to give you all the information and views on 2019 that we have today with more to come soon. We expect industrial organic revenue growth to be up low to mid-single digits on the back of a significant ramp in renewables and continued strength in Aviation and Healthcare."
131,NEUTRAL,0.0018930394435301423,0.0030640740878880024,0.9903685450553894,0.004674412310123444,0.800000011920929,0.10000000149011612,negative,-0.333805,131,0.5,negative,"Power will be down in a flat to slightly down market in 2019. We also expect our industrial operating margins to expand. On free cash flow, we expect to face operating headwinds such as the PTC progress cycle reversing in renewables and we will spend more cash on restructuring at both Corporate and Power. In addition, we have a number of nonrecurring investments and commitments that create a drag on our free cash flow in 2019 but which will meaningfully lessen in 2020 and '21. These include transitioning to GE Capital supply chain financing program to MUFG and reducing factoring with GE Capital, Alstom pension contributions and legal settlements and the costs related to the preparation for our Healthcare business for our public separation."
132,NEUTRAL,0.0024632324930280447,0.0014757515164092183,0.9314930438995361,0.0645679235458374,0.699999988079071,0.0,positive,0.871039,132,0.7572906017303467,positive,"We anticipate cash flow to grow substantially in 2020 and 2021 as we make significant headway in addressing legacy and structural issues while simultaneously realizing the benefits from restructuring and stronger daily management of our businesses particularly in Power. In aviation, we see 75% to 80% of the 2019 commercial engine revenues secured in the backlog, with a largely recurring service revenue stream of approximately $15 billion. We are maintaining margin levels consistent with pre-LEAP periods despite mix changes with a healthy new order book. With these in mind, we see high single-digit revenue growth and low single-digit profit growth."
133,NEUTRAL,0.0018824711441993713,0.0003043344768229872,0.9232990145683289,0.07451428472995758,1.2999999523162842,0.10000000149011612,positive,0.696643,133,0.5,neutral,"In Healthcare, we expect organic growth in margins in a similar range to last year. We see double-digit revenue growth in renewables. The business is coming through the PTC cycle and onshore wind, which contributed to strong cash performance in 2018, as a result of progress build. That progress cycle will begin reversing this year, as we transition to factory production and book revenue against those contracts. However, we see price declines moderating and within the level of our product cost reduction efforts going forward. This is our baseline today for 2019 as our plan continues to evolve. As we develop more conviction around the cash flow situation of Power, we will update you in the near term with respect to the outlook for the full year."
134,NEUTRAL,0.00617657694965601,0.0011851305607706308,0.6412584185600281,0.3513798415660858,2.200000047683716,0.0,positive,0.865654,134,0.9099326133728027,positive,"So my message for 2019 is that the more stable businesses of Aviation and Healthcare are healthy and growing. Renewables is moving through the PTC cycle. We are working on Power and capital is shrinking. 2019 is still very much a work in progress but the company is becoming stronger. As I said earlier, the how much is important here, but the how is far more fundamental. How is about understanding and fixing problems at root cause. How is about process not for processes sake but to ensure the sustainability of our results to create enduring shareholder value. I'm proud of the momentum, I see across this company and the changes we're making to strengthen GE for the long run."
135,NEUTRAL,0.04784335941076279,0.017957132309675217,0.8685190081596375,0.06568050384521484,2.0,0.10000000149011612,positive,0.406201,135,0.5,neutral,"Morning. Lots of questions. I mean, I'm sure a lot of my questions will be picked up by other analysts, but I just want to start on. It sounds like your plans on Healthcare now are pretty defined, Larry. It looks like you're looking to monetize 50% putting an $18 billion of pension debts, via an IPO-type process. Is that now defined or are there still some moving pieces on that process?"
136,POSITIVE,0.025332139804959297,0.0069537172093987465,0.4213350713253021,0.546379029750824,1.2000000476837158,0.4000000059604645,positive,0.734258,136,0.9280644059181213,neutral,Let's start with the outlook because investors want to know how we expect to perform financially and you should expect to come from a place of reality. Simply put the how much is important but the how is far more fundamental. We have a good line of sight in most of our businesses today including Aviation and Healthcare.
137,POSITIVE,0.01787400431931019,0.004346233792603016,0.18866050243377686,0.7891192436218262,2.4000000953674316,0.30000001192092896,positive,0.737454,137,0.5,positive,"Well, I think we've talked about that separation as the plan of record and that continues to be the case today. The team is very well along Nigel with respect to the preparation for a flotation. We don't have a time frame per se to share with you today but we are spending a significant amount of money in '19 as we did last year in preparation. We're obviously proud of what Karyn and the team are doing here. Very strong top line earnings and cash performance and we think this is a business that is going to be a strong resilient performer through cycles. So that is the plan."
138,NEUTRAL,0.11786804348230362,0.05090860649943352,0.6161001920700073,0.21512307226657867,2.4000000953674316,0.6000000238418579,positive,0.67028,138,0.5,neutral,"Okay. And then my follow-on would be, you gave a lot of detail on what you've been doing for the last few months and lots of opportunities for improvement. One thing, you didn't really touch on was pricing and pricing excellence and your one precedent of GE in the past has been may be trading price for market share. So I'm just curious, what your thoughts are in terms of improving the pricing realization going forward?"
139,NEUTRAL,0.10473550111055374,0.2302277535200119,0.565046489238739,0.09999024122953415,3.299999952316284,0.20000000298023224,positive,0.646128,139,0.794804573059082,neutral,"Nigel, forgive us, if we didn't get into that in detail. We didn't want to overstay our welcome with respect to our prepared remarks. But when you hear us refer to profitable market share that is both an external and internal recognition. And it can't be share for share sake. And particularly in Power, I think we are acutely aware that we have opportunities both on new equipment and on the service book to basically value sell what we're doing more frequently. I got the word last night for example within Power of a project that is looking very good where we're frankly -- we are not the low bid, right? I think that just speaks to the way we're able to communicate the value of our technology. We know in these businesses from Healthcare to renewables price is a reality. We want to be smarter around pricing, at the same time, frankly when you hear us talk about labor and material productivity, we really want to push that hard and do that in line with market realities, so that we can maintain margins in light of some of those pressures."
140,NEUTRAL,0.15433569252490997,0.12641753256320953,0.4709300994873047,0.2483166605234146,1.399999976158142,0.10000000149011612,positive,0.516945,140,0.8407794237136841,positive,"And Nigel, just to add a little bit more color there on the numbers. Orders pricing in total for the year was relatively flat. It was actually up just slightly and it was up more than that in the second half. And as Larry mentioned, we are seeing in the numbers the pressure moderating at Power and at renewables. Power really with respect to the enhanced discipline on new projects and bids as Larry talked about. In renewables, we're seeing that pressure moderate as we move throughout the year as well primarily as we're moving through that PTC cycle. The supply chains are more stretched and that price dynamic becomes a little bit more unbalanced. Aviation and Healthcare are running as you would expect, which is strongly as Larry mentioned."
141,NEUTRAL,0.0064652482978999615,0.10850793868303299,0.8618510961532593,0.02317569963634014,0.0,0.0,positive,0.47644,141,0.5,neutral,"And from JPMorgan, we have Steve Tusa. Please go ahead."
142,NEUTRAL,0.04517504945397377,0.1202123835682869,0.6901761889457703,0.14443640410900116,1.2000000476837158,0.10000000149011612,positive,0.464977,142,0.9010010957717896,neutral,"Hey, good morning. So you mentioned on the free cash flow dynamics, you mentioned the PTC headwind, a bit more restructuring cash, some other I guess nonrecurring investments. Can you maybe give us some color on that? In addition, just provide some color on how much of a, I think Jamie said before about $1 billion of headwind or so from divestitures. So maybe just help us with a bit of a rough bridge from the $4.5 you did in 2018? Because obviously that sounds like it's going to be down."
143,NEUTRAL,0.19384782016277313,0.23488996922969818,0.3375367522239685,0.23372548818588257,0.800000011920929,0.0,positive,0.617899,143,0.7374500036239624,neutral,"Yes. So why don't I talk through the components of 2018 first in terms of really walking you through the rounding out our fourth quarter performance and we can address some of those questions. So for 2018, if you really walk the changes, we obviously had earnings. We also had working capital, which for the year was basically zero impact of free cash flow. Fourth quarter was $2.3 billion positive. As we expected with large volumes coming through this quarter. Contract assets was basically flat."
144,NEUTRAL,0.027485879138112068,0.07804707437753677,0.8493051528930664,0.0451618954539299,0.800000011920929,0.0,negative,-0.467429,144,0.6959599256515503,neutral,"Hey, sorry. I can see the slide. I just wanted to know like $4.5 billion. Is that -- there's a lot of headwinds that Larry had talked about. I'm just curious as to maybe you can give us some color on the size of some of those headwinds? And obviously, it sounds like it will be down. Will you as an organization generate cash including GE Capital next year? I guess that's the simple way to ask the question."
145,NEGATIVE,0.06666292995214462,0.5956162810325623,0.22042180597782135,0.1172989159822464,1.2000000476837158,0.30000001192092896,positive,0.823111,145,0.9299872517585754,neutral,"Yeah, Steve. And I think the simple answer the question is, what we're trying to communicate today is that we are going to see pressures both operational and nonrecurring. We are going to be back shortly when we can take you through a detailed walk in that regard. I think from an operating perspective, is worth acknowledging a lot of good performance in the number of businesses."
146,NEUTRAL,0.05771387368440628,0.306228905916214,0.5978519916534424,0.03820522129535675,1.100000023841858,0.0,positive,0.79457,146,0.7604103088378906,positive,Clearly renewables was stronger from a cash perspective in '18 and is likely to be in '19 given the PTC dynamic. And we are going to go deep here on additional restructuring where we see opportunities to put that money to work and generate real returns. We also have some of these nonrecurring events or issues. Some of them are policy decisions like the move on the supply chain financing program. I think we've got better line of sight today on some of these legacy issues that come out of Alstom that we're on the hook or those are real cash commitments in '19 that abate thereafter and we do have the cost relative in Healthcare IPO.
147,NEUTRAL,0.08351974189281464,0.14698217809200287,0.6998146176338196,0.06968343257904053,2.700000047683716,0.20000000298023224,positive,0.656218,147,0.9276286363601685,neutral,"For the industrial portfolio in total, we will provide you with our outlook for organic growth and we'll do so directionally on operating margins and free cash flow. We will give you a more detailed outlook in the near term but not today. For Power, we are resetting the baseline. We are reviewing every single project and contract and digging deeper to understand costs and benefits with respect to restructuring, market and commercial execution, improvement opportunities, legacy project issues and our service operations. We're gaining more meaningful insights into the paths for near and long-term earnings and cash potential of this business. This work takes time especially with the new structure and leadership team."
148,POSITIVE,0.01917402446269989,0.06312256306409836,0.39607730507850647,0.5216260552406311,0.800000011920929,0.4000000059604645,positive,0.859232,148,0.8587590456008911,positive,"So again, I think the headline is, we finished strongly. We know we got some operating and non-operating pressures and think we work through that in '19 with an eye toward a stronger cash flow performance in '20 and '21 with more details to come soon."
149,POSITIVE,0.013982863165438175,0.003680524416267872,0.24801014363765717,0.7343264222145081,0.8999999761581421,0.4000000059604645,positive,0.753425,149,0.8446643948554993,positive,"Great. And what do you expect GE cash to earn in 2019 and how much from an ongoing cash generation perspective, how much will they be generating?"
150,NEUTRAL,0.009357165545225143,0.06798390299081802,0.9042882919311523,0.018370548263192177,0.20000000298023224,-0.10000000149011612,positive,0.339907,150,0.7249346375465393,neutral,"Steve, as I said in both my prepared remarks and a moment ago when we have everything locked down to get into those specifics then we'll do that soon. We'll be back to you."
151,NEUTRAL,0.020519426092505455,0.027237866073846817,0.8617454767227173,0.09049719572067261,1.2000000476837158,0.0,negative,-0.319729,151,0.8815706372261047,negative,"Yeah. Two from me. Just thinking about the Healthcare exit in particular. Kind of, for lack of a better term, losing that cash flow near term seems like it would create some stress on the organization. Can you give us a sense of, what you foresee as kind of the timing of the exit? And then Larry, particularly interested also on, how you view exiting the remaining 50% stake. Do you see the potential for some kind of, equity-friendly exit with that piece the split-off for example, which you might shrink the share count of the remaining company?"
152,NEUTRAL,0.05560655519366264,0.089838407933712,0.7748459577560425,0.0797090157866478,2.5999999046325684,0.20000000298023224,positive,0.408733,152,0.7724723815917969,neutral,"Well Steve, I'd like to think that everything that we do is shareholder-friendly, right? I mean, we take a strong view here and you know, from seeing me in other roles that we want to create long-term shareholder value with the cumulative effect of everything that we do. I think with respect to Healthcare what we can confirm today is that we're on the path toward an IPO here in 2019. Timing is still TBD. So we don't have a date. Like me on my senior prom. I just don't have a date for you today but I think in time, we'll have more clarity."
153,NEUTRAL,0.023856312036514282,0.07134579122066498,0.8182047009468079,0.08659309148788452,0.800000011920929,0.20000000298023224,positive,0.78228,153,0.762275755405426,neutral,"With respect to Baker Hughes, I mean we talked about that as part of that $50 billion pool of options to go to. I think that the high probability there is for us is to sell our shares. We certainly are approached by various folks, who have an interest in a stake in that company. And again, we don't have a timetable per se to share with you today but we want to reiterate our view to dispose of that stake in an orderly manner, which again we think is conducive to value creation for our shareholders."
154,NEUTRAL,0.03364197537302971,0.08355218172073364,0.8350032567977905,0.04780258610844612,1.0,-0.10000000149011612,negative,-0.483724,154,0.15198025107383728,neutral,"Thanks. And just as a follow-up. I didn't have a prom date and I've been called worse than Steve but as unrelated follow-up, if we think about what you're going through in insurance right now, the comment about the statutory review. Is that to indicate Larry or Jamie that even if there is some adverse outcome as it relates to that statutory review, it would not affect your near-term funding needs and instead those would be tacked onto the tail, so to speak of what you're planning from reserve build?"
